sample_id,alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280_od315_of_diluted_wines,proline,target,target_label
152,13.109999999999999,1.8999999999999999,2.75,25.5,116,2.2000000000000002,1.28,0.26000000000000001,1.5600000000000001,7.0999999999999996,0.60999999999999999,1.3300000000000001,425,2,class_2
153,13.23,3.2999999999999998,2.2799999999999998,18.5,98,1.8,0.82999999999999996,0.60999999999999999,1.8700000000000001,10.52,0.56000000000000005,1.51,675,2,class_2
154,12.58,1.29,2.1000000000000001,20,103,1.48,0.57999999999999996,0.53000000000000003,1.3999999999999999,7.5999999999999996,0.57999999999999996,1.55,640,2,class_2
155,13.17,5.1900000000000004,2.3199999999999998,22,93,1.74,0.63,0.60999999999999999,1.55,7.9000000000000004,0.59999999999999998,1.48,725,2,class_2
156,13.84,4.1200000000000001,2.3799999999999999,19.5,89,1.8,0.82999999999999996,0.47999999999999998,1.5600000000000001,9.0099999999999998,0.56999999999999995,1.6399999999999999,480,2,class_2
157,12.449999999999999,3.0299999999999998,2.6400000000000001,27,97,1.8999999999999999,0.57999999999999996,0.63,1.1399999999999999,7.5,0.67000000000000004,1.73,880,2,class_2
158,14.34,1.6799999999999999,2.7000000000000002,25,98,2.7999999999999998,1.3100000000000001,0.53000000000000003,2.7000000000000002,13,0.56999999999999995,1.96,660,2,class_2
159,13.48,1.6699999999999999,2.6400000000000001,22.5,89,2.6000000000000001,1.1000000000000001,0.52000000000000002,2.29,11.75,0.56999999999999995,1.78,620,2,class_2
160,12.359999999999999,3.8300000000000001,2.3799999999999999,21,88,2.2999999999999998,0.92000000000000004,0.5,1.04,7.6500000000000004,0.56000000000000005,1.5800000000000001,520,2,class_2
161,13.69,3.2599999999999998,2.54,20,107,1.8300000000000001,0.56000000000000005,0.5,0.80000000000000004,5.8799999999999999,0.95999999999999996,1.8200000000000001,680,2,class_2
162,12.85,3.27,2.5800000000000001,22,106,1.6499999999999999,0.59999999999999998,0.59999999999999998,0.95999999999999996,5.5800000000000001,0.87,2.1099999999999999,570,2,class_2
163,12.960000000000001,3.4500000000000002,2.3500000000000001,18.5,106,1.3899999999999999,0.69999999999999996,0.40000000000000002,0.93999999999999995,5.2800000000000002,0.68000000000000005,1.75,675,2,class_2
164,13.779999999999999,2.7599999999999998,2.2999999999999998,22,90,1.3500000000000001,0.68000000000000005,0.40999999999999998,1.03,9.5800000000000001,0.69999999999999996,1.6799999999999999,615,2,class_2
165,13.73,4.3600000000000003,2.2599999999999998,22.5,88,1.28,0.46999999999999997,0.52000000000000002,1.1499999999999999,6.6200000000000001,0.78000000000000003,1.75,520,2,class_2
166,13.449999999999999,3.7000000000000002,2.6000000000000001,23,111,1.7,0.92000000000000004,0.42999999999999999,1.46,10.68,0.84999999999999998,1.5600000000000001,695,2,class_2
167,12.82,3.3700000000000001,2.2999999999999998,19.5,88,1.48,0.66000000000000003,0.40000000000000002,0.96999999999999997,10.26,0.71999999999999997,1.75,685,2,class_2
168,13.58,2.5800000000000001,2.6899999999999999,24.5,105,1.55,0.83999999999999997,0.39000000000000001,1.54,8.6600000000000001,0.73999999999999999,1.8,750,2,class_2
169,13.4,4.5999999999999996,2.8599999999999999,25,112,1.98,0.95999999999999996,0.27000000000000002,1.1100000000000001,8.5,0.67000000000000004,1.9199999999999999,630,2,class_2
170,12.199999999999999,3.0299999999999998,2.3199999999999998,19,96,1.25,0.48999999999999999,0.40000000000000002,0.72999999999999998,5.5,0.66000000000000003,1.8300000000000001,510,2,class_2
171,12.77,2.3900000000000001,2.2799999999999998,19.5,86,1.3899999999999999,0.51000000000000001,0.47999999999999998,0.64000000000000001,9.8999989999999993,0.56999999999999995,1.6299999999999999,470,2,class_2
172,14.16,2.5099999999999998,2.48,20,91,1.6799999999999999,0.69999999999999996,0.44,1.24,9.6999999999999993,0.62,1.71,660,2,class_2
173,13.710000000000001,5.6500000000000004,2.4500000000000002,20.5,95,1.6799999999999999,0.60999999999999999,0.52000000000000002,1.0600000000000001,7.7000000000000002,0.64000000000000001,1.74,740,2,class_2
174,13.4,3.9100000000000001,2.48,23,102,1.8,0.75,0.42999999999999999,1.4099999999999999,7.2999999999999998,0.69999999999999996,1.5600000000000001,750,2,class_2
175,13.27,4.2800000000000002,2.2599999999999998,20,120,1.5900000000000001,0.68999999999999995,0.42999999999999999,1.3500000000000001,10.199999999999999,0.58999999999999997,1.5600000000000001,835,2,class_2
176,13.17,2.5899999999999999,2.3700000000000001,20,120,1.6499999999999999,0.68000000000000005,0.53000000000000003,1.46,9.3000000000000007,0.59999999999999998,1.6200000000000001,840,2,class_2
177,14.130000000000001,4.0999999999999996,2.7400000000000002,24.5,96,2.0499999999999998,0.76000000000000001,0.56000000000000005,1.3500000000000001,9.1999999999999993,0.60999999999999999,1.6000000000000001,560,2,class_2
