sample_id,spam_feature_1,spam_feature_2,spam_feature_3,spam_feature_4,spam_feature_5,spam_feature_6,spam_feature_7,spam_feature_8,spam_feature_9,spam_feature_10,spam_feature_11,spam_feature_12,spam_feature_13,spam_feature_14,spam_feature_15,spam_feature_16,spam_feature_17,spam_feature_18,spam_feature_19,spam_feature_20,spam_feature_21,spam_feature_22,spam_feature_23,spam_feature_24,spam_feature_25,spam_feature_26,spam_feature_27,spam_feature_28,spam_feature_29,spam_feature_30,spam_feature_31,spam_feature_32,spam_feature_33,spam_feature_34,spam_feature_35,spam_feature_36,spam_feature_37,spam_feature_38,spam_feature_39,spam_feature_40,spam_feature_41,spam_feature_42,spam_feature_43,spam_feature_44,spam_feature_45,spam_feature_46,spam_feature_47,spam_feature_48,spam_feature_49,spam_feature_50,spam_feature_51,spam_feature_52,spam_feature_53,spam_feature_54,spam_feature_55,spam_feature_56,spam_feature_57,target
576,3,2,4,1,1,3,1,1,2,2,1,5,1,1,1,3,1,1,6,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,4,1,9,8,8,1
577,3,2,4,1,1,3,1,1,2,2,1,5,1,1,1,3,1,1,6,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,4,1,9,8,8,1
578,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,1
579,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,4,1,7,6,4,1
580,2,1,2,1,3,2,1,1,2,1,1,5,1,1,1,1,1,1,7,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,8,9,9,1
581,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,9,9,9,1
582,2,1,2,1,2,2,1,1,1,1,1,4,1,1,1,1,1,1,5,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,7,8,8,1
583,2,1,2,1,3,2,1,1,2,1,1,5,1,1,1,1,1,1,7,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,8,9,9,1
584,3,2,4,1,1,3,1,1,2,2,1,5,1,1,1,3,1,1,6,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,4,1,9,8,8,1
585,1,1,1,1,2,3,1,1,1,1,1,3,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,9,9,9,1
586,1,1,3,1,2,1,1,1,2,2,1,2,1,1,1,3,1,1,7,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,4,1
587,1,1,3,1,4,1,1,1,2,2,1,3,1,1,1,1,3,1,6,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,5,6,1
588,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,6,4,3,1
589,1,1,1,1,1,1,1,1,1,3,1,6,1,1,1,1,1,1,8,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2,1
590,1,2,1,1,1,1,2,1,1,2,2,3,1,1,1,3,1,2,7,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,3,1
591,3,2,4,1,4,1,2,2,1,2,2,6,1,1,1,1,2,3,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,6,8,8,1
592,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,3,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,6,6,5,1
593,1,1,4,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,4,7,1
594,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,9,9,7,1
595,3,1,2,1,2,2,1,2,2,3,2,2,1,1,1,1,3,2,7,1,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,1,9,9,9,1
596,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1
597,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,2,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,5,5,1
598,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,5,1,1,5,4,4,1
599,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,4,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,6,5,3,1
600,3,1,3,1,1,2,1,1,2,2,2,5,2,1,1,1,2,1,7,1,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,9,9,9,1
601,3,1,1,1,1,3,2,1,1,1,1,4,1,1,1,1,2,1,6,1,6,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,6,4,4,1
602,1,2,4,1,1,1,1,2,2,3,2,5,1,1,1,1,3,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,2,3,3,1
603,2,1,4,1,2,2,1,2,1,2,2,5,1,1,1,1,3,2,5,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,2,1,8,8,8,1
604,3,1,4,1,1,2,1,1,1,2,1,6,1,1,1,3,3,1,8,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,4,2,8,8,7,1
605,1,1,5,1,4,3,1,1,1,1,1,1,1,1,1,3,3,1,2,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,3,3,2,7,6,6,1
606,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,7,4,1
607,1,2,4,1,1,1,2,1,1,3,2,1,1,1,1,3,1,1,7,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,8,7,5,1
608,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,3,1,1,8,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,1,2,1,1,5,5,4,1
609,2,1,2,1,2,2,1,1,1,1,1,4,1,1,1,1,1,1,5,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,7,8,8,1
610,2,1,2,1,2,3,1,1,2,3,1,2,1,1,1,1,2,1,7,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,3,3,1,8,9,8,1
611,3,1,5,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,4,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,1,5,5,5,1
612,2,1,5,1,3,3,2,1,2,1,2,4,1,1,1,1,1,3,4,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,1,9,9,9,1
613,2,1,2,1,2,3,1,1,2,3,1,2,1,1,1,1,2,1,7,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,3,3,1,8,9,8,1
614,3,2,3,1,1,2,1,1,2,2,2,4,2,1,1,1,3,1,7,1,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,2,9,9,9,1
615,1,1,5,1,2,1,1,1,1,1,1,4,2,1,1,2,3,1,8,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,2,1,5,4,5,1
616,2,1,4,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,3,2,5,8,8,1
617,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,1
618,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,3,4,4,1
619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,3,1
620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,9,7,7,1
621,1,2,3,1,4,1,2,1,1,2,2,4,1,1,1,3,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,3,1
622,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,1,1,1,8,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2,1
623,2,1,2,1,4,2,1,2,2,2,1,5,1,1,1,1,1,3,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,8,7,9,1
624,1,1,1,1,3,1,1,2,1,3,1,1,1,1,1,1,3,1,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,3,1
625,3,1,2,1,1,1,1,1,1,1,2,3,2,1,1,1,1,2,8,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,4,1,5,5,8,1
626,1,1,1,1,1,3,2,2,1,1,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,7,8,7,1
627,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,7,7,5,1
628,1,1,5,1,1,3,2,1,1,1,2,2,1,1,1,2,1,1,5,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,4,2,6,7,6,1
629,1,1,2,1,3,3,2,1,1,3,2,5,1,1,1,3,2,1,7,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,4,5,1
630,2,1,4,1,3,2,2,1,2,3,1,3,1,1,1,1,1,3,5,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,1,6,8,9,1
631,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
632,3,2,3,1,1,1,1,1,2,2,2,4,2,1,1,1,2,1,7,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,2,9,9,9,1
633,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,1,1,1,8,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2,1
634,1,1,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,9,9,1
635,1,2,4,1,2,1,1,1,1,1,1,3,1,1,1,2,1,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,7,8,7,1
636,3,1,4,1,2,3,1,2,1,1,2,5,1,1,1,1,3,1,3,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,2,1,7,7,8,1
637,1,2,5,1,2,1,1,1,1,1,1,3,1,1,1,2,1,3,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,8,9,7,1
638,2,1,4,1,3,2,1,1,2,1,2,5,2,1,1,2,1,2,6,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,3,1,8,9,9,1
639,1,1,4,1,1,3,2,2,1,1,1,3,1,1,1,1,3,1,8,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,7,8,6,1
640,3,1,5,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,4,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,4,1,5,5,6,1
641,3,2,5,1,1,1,1,1,1,1,1,3,1,1,1,2,1,3,7,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,4,1,6,5,5,1
642,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,3,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,1,9,9,7,1
643,1,2,1,1,3,1,2,1,1,2,1,3,1,1,1,1,1,2,8,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,2,9,9,7,1
644,3,1,5,1,1,1,2,1,1,1,2,6,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,1,1,8,5,4,1
645,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,8,6,3,1
646,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,3,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,1,9,9,7,1
647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,9,7,4,1
648,2,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,9,9,9,1
649,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,1,5,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,4,3,1,9,6,4,1
650,1,2,1,1,2,1,2,1,2,3,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,8,6,6,1
651,1,2,3,1,1,1,1,1,1,1,1,4,2,1,1,1,1,3,7,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,1,7,8,6,1
652,1,2,5,1,2,1,1,1,1,1,1,3,1,1,1,2,1,3,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,8,9,7,1
653,1,1,1,1,3,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,9,7,7,1
654,2,1,3,1,1,1,2,1,1,1,1,5,1,1,1,2,3,1,6,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,4,2,9,7,8,1
655,1,1,5,1,1,1,2,1,1,3,1,6,1,1,1,1,1,1,8,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,5,5,2,1
656,3,1,3,1,2,3,2,1,1,1,1,2,1,1,1,2,3,3,6,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,1,8,9,7,1
657,1,2,4,1,4,2,1,1,2,1,2,2,1,1,1,2,3,3,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,1,3,3,1,3,4,6,1
658,1,1,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,8,9,9,1
659,3,1,5,1,1,1,1,2,1,1,1,3,2,1,1,1,3,1,8,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,5,4,4,1
660,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,3,1,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,2,2,7,8,6,1
661,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
662,1,1,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,8,9,9,1
663,3,1,3,1,1,2,1,2,2,3,1,4,2,1,1,1,2,1,7,1,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,8,9,9,1
664,3,1,3,1,3,2,2,1,2,1,1,1,2,1,1,1,3,1,7,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,8,8,7,1
665,2,1,5,1,4,3,2,2,1,1,1,2,1,1,1,1,2,1,6,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,8,8,7,1
666,1,1,4,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,2,5,1
667,1,2,5,1,2,1,1,1,1,1,1,4,1,1,1,2,1,3,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5,1,1,8,9,7,1
668,3,1,3,1,4,2,1,1,1,1,1,4,2,1,1,1,3,1,8,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,7,8,8,1
669,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,7,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,9,9,9,1
670,1,1,5,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,3,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,5,1,2,7,7,5,1
671,2,2,4,1,2,3,1,1,1,2,1,6,1,1,1,1,2,1,7,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,7,8,8,1
672,2,1,5,1,3,1,1,1,2,3,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,9,9,9,1
673,1,2,1,1,3,1,2,1,1,2,1,1,1,1,1,3,3,3,4,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,6,5,4,1
674,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1
675,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,9,9,9,1
676,3,1,1,1,2,1,2,1,1,1,1,4,1,1,1,1,2,1,6,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,3,1,6,7,6,1
677,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,2,8,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,3,1,5,4,5,1
678,2,1,4,1,3,2,2,1,2,2,1,3,1,1,1,1,1,3,5,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,1,6,8,9,1
679,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,9,9,9,1
680,3,1,3,1,1,2,1,1,1,2,2,5,2,1,1,2,3,2,7,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,7,9,9,1
681,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,4,1
682,1,2,4,1,1,3,1,1,2,2,1,6,1,1,1,1,3,1,6,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,4,6,6,1
683,3,1,4,1,4,1,1,1,1,1,1,4,1,1,1,3,1,1,5,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,9,9,8,1
684,1,1,3,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,3,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,9,9,9,1
685,1,1,4,1,3,2,1,1,1,1,1,3,2,1,1,2,2,2,6,1,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,7,8,8,1
686,3,2,3,1,1,1,1,1,2,2,2,4,2,1,1,1,2,1,7,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,2,9,9,9,1
687,3,1,3,1,1,2,1,2,2,2,1,4,2,1,1,2,2,2,7,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,6,9,9,1
688,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,6,4,1,1
689,1,1,1,1,4,1,1,1,1,1,2,6,2,1,1,1,3,3,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,4,5,4,1
